Date,Open,High,Low,Close,Volume,openinterest,tp_score
2008-08-07 00:00:00,2.538,2.545,2.396,2.467,41267692.0,0,10.5770998306
2008-08-08 00:00:00,2.467,2.577,2.435,2.53,14203997.0,0,11.5184843482
2008-08-11 00:00:00,2.585,2.64,2.482,2.601,11848579.0,0,14.9999142402
2008-08-12 00:00:00,2.608,2.774,2.593,2.719,41975448.0,0,18.9282118782
2008-08-13 00:00:00,2.616,2.703,2.522,2.577,49524564.0,0,14.9225333912
2008-08-14 00:00:00,2.679,2.687,2.53,2.553,24042524.0,0,17.9371857162
2008-08-15 00:00:00,2.545,2.624,2.545,2.601,19789782.0,0,21.2032989275
2008-08-18 00:00:00,2.695,2.719,2.593,2.608,27372092.0,0,18.9917352256
2008-08-19 00:00:00,2.601,2.601,2.506,2.514,16785002.0,0,16.0265534962
2008-08-20 00:00:00,2.498,2.498,2.38,2.443,52187376.0,0,11.3259433814
2008-08-21 00:00:00,2.443,2.569,2.443,2.451,26787664.0,0,10.7454257772
2008-08-25 00:00:00,2.735,2.735,2.451,2.577,22370462.0,0,12.35621503
2008-08-26 00:00:00,2.482,2.538,2.427,2.482,20924948.0,0,10.8436577084
2008-08-27 00:00:00,2.482,2.506,2.404,2.467,21881588.0,0,10.9004164247
2008-08-28 00:00:00,2.459,2.506,2.419,2.419,8231983.0,0,10.3581231032
2008-08-29 00:00:00,2.467,2.618,2.467,2.571,27150590.0,0,13.9330825116
2008-09-01 00:00:00,2.547,2.634,2.491,2.586,18673904.0,0,14.5608164226
2008-09-02 00:00:00,2.586,2.594,2.467,2.507,7951503.0,0,14.1421285088
2008-09-03 00:00:00,2.507,2.626,2.459,2.531,25533704.0,0,15.9731297206
2008-09-04 00:00:00,2.459,2.531,2.459,2.507,9789934.0,0,16.2776172303
2008-09-05 00:00:00,2.435,2.507,2.308,2.427,25394196.0,0,17.7185014833
2008-09-08 00:00:00,2.499,2.539,2.348,2.403,44164044.0,0,15.4577074503
2008-09-09 00:00:00,2.308,2.459,2.308,2.419,14152243.0,0,15.906159923
2008-09-10 00:00:00,2.403,2.475,2.38,2.427,26795460.0,0,16.4449598417
