Date,Open,High,Low,Close,Volume,openinterest,tp_score
2009-10-21 00:00:00,4.942,4.942,4.714,4.733,9600500.0,0,61.6412073275
2009-10-22 00:00:00,4.778,5.151,4.733,5.133,15595669.0,0,66.1707006469
2009-10-23 00:00:00,5.361,6.717,5.288,6.444,74458664.0,0,80.380569838
2009-10-27 00:00:00,6.343,8.382,6.28,7.044,164759616.0,0,85.5631836538
2009-10-28 00:00:00,7.226,7.69,7.099,7.417,87341648.0,0,87.4389220745
2009-10-29 00:00:00,7.099,7.335,6.389,6.562,54529000.0,0,82.1517142011
2009-10-30 00:00:00,6.917,7.244,6.507,6.662,46312000.0,0,83.4253700799
2009-11-02 00:00:00,6.371,7.053,6.198,6.78,28071332.0,0,84.4356672578
2009-11-03 00:00:00,6.717,7.199,6.644,6.862,22062000.0,0,84.6231810026
2009-11-04 00:00:00,7.044,7.163,6.826,6.844,13107309.0,0,84.0886400853
2009-11-05 00:00:00,6.78,6.953,6.753,6.808,11221061.0,0,84.1901031833
2009-11-06 00:00:00,6.935,7.044,6.635,6.717,10833200.0,0,83.9518487041
2009-11-09 00:00:00,6.78,6.78,6.28,6.38,20736002.0,0,80.8762460403
2009-11-10 00:00:00,6.28,6.343,5.916,6.052,35641284.0,0,78.7396185689
2009-11-11 00:00:00,6.052,6.125,5.661,5.797,26825588.0,0,75.9448499016
2009-11-12 00:00:00,5.77,6.325,5.743,6.216,22917500.0,0,79.470334412
2009-11-13 00:00:00,6.207,6.462,6.098,6.189,15360647.0,0,80.8156100562
2009-11-16 00:00:00,6.098,6.234,6.007,6.07,10068000.0,0,79.168170639
2009-11-17 00:00:00,5.879,6.143,5.825,5.907,8576000.0,0,76.9334797811
2009-11-18 00:00:00,5.834,5.916,5.552,5.606,17681000.0,0,73.618916708
2009-11-19 00:00:00,5.552,5.67,5.47,5.533,6604200.0,0,73.0268359608
2009-11-20 00:00:00,5.624,5.797,5.552,5.752,14965002.0,0,75.6633788401
2009-11-23 00:00:00,5.825,5.897,5.479,5.561,10269500.0,0,74.1636965475
2009-11-24 00:00:00,5.57,5.734,5.506,5.588,5912500.0,0,74.1590475937
2009-11-25 00:00:00,5.706,5.706,5.533,5.634,5945500.0,0,72.857503654
2009-11-26 00:00:00,5.552,5.661,5.424,5.497,7045300.0,0,70.8766284444
2009-11-27 00:00:00,5.324,5.452,5.069,5.151,9843500.0,0,67.6046155037
2009-11-30 00:00:00,5.215,5.843,5.215,5.825,16518150.0,0,74.2697827244
2009-12-01 00:00:00,5.825,5.87,5.615,5.806,10453200.0,0,74.2687875685
2009-12-02 00:00:00,5.879,6.161,5.816,5.979,16412930.0,0,76.0748967934
2009-12-03 00:00:00,6.098,6.098,5.806,5.907,4164500.0,0,74.7949940995
2009-12-04 00:00:00,5.907,6.016,5.788,5.916,3881400.0,0,75.0873099661
2009-12-07 00:00:00,5.916,6.098,5.816,6.034,6938500.0,0,75.8289334086
2009-12-08 00:00:00,6.189,6.234,5.97,6.043,11052101.0,0,74.0532557868
2009-12-09 00:00:00,6.007,6.098,5.715,5.843,8663500.0,0,72.7147153366
2009-12-10 00:00:00,5.916,5.961,5.697,5.834,5248166.0,0,73.0606169029
2009-12-11 00:00:00,5.916,5.952,5.852,5.952,5356500.0,0,74.677804933
2009-12-14 00:00:00,5.952,5.998,5.825,5.879,4391000.0,0,73.8156701796
2009-12-15 00:00:00,5.879,5.916,5.715,5.806,3565000.0,0,72.4627634587
2009-12-16 00:00:00,5.734,5.788,5.47,5.579,6115800.0,0,69.7762334292
2009-12-17 00:00:00,5.624,5.624,5.461,5.497,3311000.0,0,68.9492209866
2009-12-18 00:00:00,5.461,5.661,5.206,5.552,5265500.0,0,70.8477538528
2009-12-21 00:00:00,5.461,5.533,5.379,5.397,1925500.0,0,69.3726969182
2009-12-22 00:00:00,5.461,5.552,5.415,5.442,1630500.0,0,69.0232291862
2009-12-23 00:00:00,5.579,5.688,5.461,5.643,3172102.0,0,71.1082542808
2009-12-24 00:00:00,5.652,5.652,5.479,5.579,1056000.0,0,71.0116417683
2009-12-28 00:00:00,5.552,5.688,5.524,5.579,2604000.0,0,71.1541208281
2009-12-29 00:00:00,5.597,5.624,5.533,5.552,1250000.0,0,70.4563898278
2009-12-30 00:00:00,5.497,5.606,5.479,5.597,1087000.0,0,70.8202689
2009-12-31 00:00:00,5.597,5.806,5.588,5.779,4185500.0,0,72.0930207922
2010-01-04 00:00:00,5.734,6.362,5.715,6.18,14052000.0,0,76.2433044001
2010-01-05 00:00:00,6.234,6.535,6.234,6.498,21925000.0,0,78.2437801609
2010-01-06 00:00:00,6.489,6.735,6.243,6.38,15507500.0,0,75.0301720042
2010-01-07 00:00:00,6.38,6.462,6.052,6.398,9265000.0,0,73.8801358163
2010-01-08 00:00:00,6.434,6.462,6.171,6.28,3979215.0,0,72.8357605018
2010-01-11 00:00:00,6.371,6.516,6.362,6.453,5549500.0,0,76.2394280618
2010-01-12 00:00:00,6.535,6.535,6.38,6.462,5422500.0,0,75.946508427
2010-01-13 00:00:00,6.444,6.444,6.171,6.189,4657500.0,0,73.0261130213
2010-01-14 00:00:00,6.189,6.471,6.189,6.453,5346833.0,0,75.230884724
2010-01-15 00:00:00,6.553,6.571,6.353,6.434,4652000.0,0,75.4676151648
2010-01-18 00:00:00,6.316,6.535,6.225,6.38,3155500.0,0,74.6473063355
2010-01-19 00:00:00,6.535,6.535,6.298,6.48,2737000.0,0,75.6193040203
2010-01-20 00:00:00,6.48,6.826,6.471,6.607,12996500.0,0,76.9080662421
2010-01-21 00:00:00,6.653,6.89,6.562,6.789,18724666.0,0,79.1142528466
2010-01-22 00:00:00,6.662,6.744,6.325,6.616,14510500.0,0,78.6561131521
2010-01-25 00:00:00,6.553,6.826,6.498,6.516,5545500.0,0,76.5314408413
2010-01-26 00:00:00,6.553,6.635,6.171,6.262,8235790.0,0,75.1419015289
2010-01-27 00:00:00,6.262,6.434,5.761,5.87,6515000.0,0,71.198008439
2010-01-28 00:00:00,5.916,6.043,5.697,5.907,7013000.0,0,71.3041923439
2010-01-29 00:00:00,5.779,6.161,5.734,5.979,4119500.0,0,72.0301176808
2010-02-01 00:00:00,5.87,6.098,5.852,6.098,1925943.0,0,72.6709682009
2010-02-02 00:00:00,6.143,6.28,6.052,6.061,3509500.0,0,69.8264745058
2010-02-03 00:00:00,6.098,6.243,6.061,6.243,2049500.0,0,71.910812044
2010-02-04 00:00:00,6.243,6.243,6.007,6.043,1097500.0,0,68.9264408128
2010-02-05 00:00:00,5.916,5.916,5.734,5.825,2511000.0,0,66.8095026497
2010-02-08 00:00:00,5.752,5.897,5.543,5.67,1717500.0,0,64.913303064
2010-02-09 00:00:00,5.706,5.706,5.479,5.588,2052150.0,0,63.6069640512
2010-02-10 00:00:00,5.606,5.77,5.606,5.679,1113992.0,0,63.4658081686
2010-02-11 00:00:00,5.734,5.861,5.688,5.825,2824370.0,0,66.0933027082
2010-02-12 00:00:00,5.825,5.989,5.825,5.87,2071500.0,0,65.4113996154
2010-02-17 00:00:00,5.87,6.034,5.87,5.934,1382500.0,0,65.7361077714
2010-02-18 00:00:00,5.961,5.97,5.852,5.861,638000.0,0,63.2779283525
2010-02-19 00:00:00,5.907,5.907,5.697,5.779,1261500.0,0,60.2092325962
2010-02-22 00:00:00,5.897,5.916,5.715,5.752,2148520.0,0,58.6001367993
2010-02-23 00:00:00,5.77,5.989,5.643,5.989,3145000.0,0,62.2008518354
2010-02-24 00:00:00,5.989,6.052,5.843,5.907,1133500.0,0,61.5899362257
2010-02-25 00:00:00,5.961,6.007,5.725,5.734,2739667.0,0,58.9224524017
2010-02-26 00:00:00,5.715,5.916,5.715,5.843,2904000.0,0,61.4323440278
2010-03-01 00:00:00,5.897,5.925,5.843,5.897,1842500.0,0,61.8011566758
2010-03-02 00:00:00,5.888,6.08,5.888,6.043,3348500.0,0,63.9513720288
2010-03-03 00:00:00,6.098,6.234,6.08,6.189,4556166.0,0,64.8777653028
2010-03-04 00:00:00,6.262,6.262,5.897,5.925,4365000.0,0,62.1221206834
2010-03-05 00:00:00,5.989,6.125,5.952,6.052,1633000.0,0,62.5885013819
2010-03-08 00:00:00,6.116,6.198,6.08,6.107,1874500.0,0,62.5435368359
2010-03-09 00:00:00,6.143,6.189,6.116,6.152,2897500.0,0,62.5454829765
2010-03-10 00:00:00,6.189,6.262,6.161,6.18,2795500.0,0,62.620143675
2010-03-11 00:00:00,6.234,6.535,6.18,6.444,8685500.0,0,64.1753256457
2010-03-12 00:00:00,6.462,6.48,6.134,6.298,3391950.0,0,63.6536482576
2010-03-15 00:00:00,6.38,6.38,5.989,5.998,3998500.0,0,58.8259515237
2010-03-16 00:00:00,6.08,6.18,6.016,6.034,6164942.0,0,57.0232005835
2010-03-17 00:00:00,6.098,6.271,6.098,6.243,5767367.0,0,58.9750112907
2010-03-18 00:00:00,6.334,6.334,6.161,6.243,5332200.0,0,56.6347389821
2010-03-19 00:00:00,6.325,6.325,6.143,6.152,2416000.0,0,51.2220907914
2010-03-22 00:00:00,6.143,6.234,6.098,6.161,2246500.0,0,49.0469503869
2010-03-23 00:00:00,6.171,6.189,6.016,6.034,2035000.0,0,45.7862387428
2010-03-24 00:00:00,6.171,6.171,5.916,5.952,2483000.0,0,48.5897930533
2010-03-25 00:00:00,5.916,6.052,5.888,5.897,3420788.0,0,48.6879212812
2010-03-26 00:00:00,5.907,5.961,5.797,5.816,4830500.0,0,47.8676528058
2010-03-29 00:00:00,5.852,5.897,5.797,5.834,4640000.0,0,46.9788045334
2010-03-30 00:00:00,5.806,5.907,5.806,5.843,6538500.0,0,46.9933274835
2010-03-31 00:00:00,5.843,5.888,5.761,5.816,2868800.0,0,47.4089265561
2010-04-01 00:00:00,5.825,5.825,5.652,5.715,6302500.0,0,47.3203186768
2010-04-07 00:00:00,5.734,5.825,5.652,5.715,8138917.0,0,48.0963999641
2010-04-08 00:00:00,5.706,5.734,5.615,5.634,8638933.0,0,48.6231467077
2010-04-09 00:00:00,5.643,5.643,5.515,5.597,14645020.0,0,49.3527977336
2010-04-12 00:00:00,5.643,5.806,5.552,5.706,13560500.0,0,48.6248616268
2010-04-13 00:00:00,5.715,5.715,5.579,5.615,4814621.0,0,49.2318476509
2010-04-14 00:00:00,5.652,5.652,5.515,5.533,6783000.0,0,49.7801674588
2010-04-15 00:00:00,5.57,5.634,5.506,5.543,4758500.0,0,49.9534850798
2010-04-16 00:00:00,5.506,5.533,5.351,5.361,6765160.0,0,48.7483872029
2010-04-19 00:00:00,5.315,5.315,5.015,5.097,9679000.0,0,46.3558367142
2010-04-20 00:00:00,5.106,5.106,4.969,5.024,9205500.0,0,45.4911132948
2010-04-21 00:00:00,5.124,5.169,4.987,5.042,9079500.0,0,46.6468643365
2010-04-22 00:00:00,4.905,5.051,4.851,4.969,8187500.0,0,46.0367581955
2010-04-23 00:00:00,4.915,5.024,4.896,4.996,11545000.0,0,44.9337716737
2010-04-26 00:00:00,5.015,5.37,5.015,5.242,13298799.0,0,48.1842911738
2010-04-27 00:00:00,5.279,5.424,5.142,5.179,13246500.0,0,49.4872192626
2010-04-28 00:00:00,5.087,5.206,5.024,5.151,9425500.0,0,45.6929410481
2010-04-29 00:00:00,5.179,5.215,5.06,5.087,8301500.0,0,44.9694432016
2010-04-30 00:00:00,5.179,5.188,5.042,5.106,5798264.0,0,44.5919977772
2010-05-03 00:00:00,5.06,5.06,4.878,4.887,9761500.0,0,41.8222090458
2010-05-04 00:00:00,4.96,4.978,4.787,4.814,4951342.0,0,41.4410722916
2010-05-05 00:00:00,4.651,4.669,4.551,4.596,9178374.0,0,38.8150400206
2010-05-06 00:00:00,4.46,4.587,4.369,4.46,6577000.0,0,35.3698711956
2010-05-07 00:00:00,4.354,4.539,4.327,4.447,4392000.0,0,36.0549133329
2010-05-10 00:00:00,4.447,4.678,4.447,4.53,4936500.0,0,37.2994089124
2010-05-11 00:00:00,4.576,4.623,4.428,4.502,5816377.0,0,37.3589265629
2010-05-12 00:00:00,4.456,4.576,4.391,4.576,2369369.0,0,37.9878980285
2010-05-13 00:00:00,4.623,5.122,4.623,5.011,16166498.0,0,42.9438076186
2010-05-14 00:00:00,4.992,5.057,4.77,4.807,9772500.0,0,40.906821542
2010-05-17 00:00:00,4.789,4.789,4.401,4.521,7205500.0,0,38.2505806264
2010-05-18 00:00:00,4.493,4.576,4.373,4.456,5138500.0,0,39.1121171021
2010-05-19 00:00:00,4.428,4.456,4.28,4.327,3376500.0,0,38.3834392506
2010-05-20 00:00:00,4.364,4.475,4.17,4.216,6759898.0,0,36.5389767019
